FromWho,Token,StartTime,ElapsedTime
client,c832d58781f301d3df3445f9dcdefb44,1399570635.8158977,0.079821864
gateway,c832d58781f301d3df3445f9dcdefb44,1399570635.9045177,65.861479735
direct-client,14034c44e8bcf1a194f34d85a886c1bb,1399570704.833481,65.804633441
direct-client,f87c9156c8948111acf8ec1c1d4d9630,1399570773.7702823,65.805831734
direct-client,d7e91b2092027ce9530bde1ddf5411ea,1399570842.7029917,65.804412551
direct-client,a539096ce64c74a6dbf669bbf7a92c40,1399570911.633864,65.789488351
direct-client,1ce7e06160a56af18bf61566ffc2421e,1399570980.3739855,65.807113462
client,e8c1d5d122054526dacd76ca97b9199d,1399571049.418988,0.094720682
gateway,e8c1d5d122054526dacd76ca97b9199d,1399571049.522182,79.049236423
client,db4a6f6244a191c4b70de0b2e77b0846,1399571129.9719746,0.095651565
gateway,db4a6f6244a191c4b70de0b2e77b0846,1399571130.0722976,79.07317904
client,5b00fe2485698449d46bcb451d856366,1399571211.5720797,0.094197568
gateway,5b00fe2485698449d46bcb451d856366,1399571211.6742764,79.053724232
client,b12c1e47a1806f3a15e1c16196138d94,1399571291.7085152,0.094238225
gateway,b12c1e47a1806f3a15e1c16196138d94,1399571291.8086095,79.06154888
client,26a22429acbd121befa31590a1cc84ec,1399571372.0751064,0.092381515
gateway,26a22429acbd121befa31590a1cc84ec,1399571372.179078,79.028485988
direct-client,acf328bf744490e95136c91af6d8a666,1399571452.9133923,78.923616184
direct-client,fa8105dd84cd959e24567b07e11475c5,1399571531.9961152,78.963044469
direct-client,3fbd650b17af86c6821be51b8b639e9e,1399571614.0862231,78.964963686
direct-client,716e46764b5d902da5d4e2236ae17585,1399571696.179131,78.96176919
direct-client,92b0ac0e16980ccddb210f3a29f8c081,1399571778.2703807,78.956068336
client,e3fb56182258e58d47b8a8db04fabcf8,1399571857.4840999,0.111716599
gateway,e3fb56182258e58d47b8a8db04fabcf8,1399571857.6082551,92.243098452
client,4d0f4fc2719975408be83cf8fa3f1d44,1399571952.8800752,0.110477417
gateway,4d0f4fc2719975408be83cf8fa3f1d44,1399571952.9948838,92.247643452
client,77d11615b70e6570fc3d3fd543ab1ad7,1399572048.2521505,0.110021042
gateway,77d11615b70e6570fc3d3fd543ab1ad7,1399572048.3667912,92.242822271
client,82398ae85ea11924595b860607fba07b,1399572143.6270359,0.108808132
gateway,82398ae85ea11924595b860607fba07b,1399572143.7406943,92.250639566
client,58846e420097728b3c4629bf6a91865b,1399572239.0040238,0.109595406
gateway,58846e420097728b3c4629bf6a91865b,1399572239.1182828,92.229710087
direct-client,4fc93c157f536b3f820ad838b431feb1,1399572334.3797297,92.105698361
direct-client,ea40bbabaca36e77a504b6d152bebd89,1399572426.6250935,92.070233123
direct-client,3b00f953e8a558167aa01bf23661c723,1399572518.8653328,92.092672762
direct-client,b860b172623d25a3a6e090792acdef17,1399572611.108896,92.125487041
direct-client,9f84557b6bdbe7706c49da6c18148eef,1399572706.3628266,92.12942411
client,94d8d2fbf35f44f9118046a6047445a4,1399572801.7759516,0.130251818
gateway,94d8d2fbf35f44f9118046a6047445a4,1399572801.914455,105.394631008
client,d79e80e377edf7921744fafc64d9bbc5,1399572910.3320007,0.129126227
gateway,d79e80e377edf7921744fafc64d9bbc5,1399572910.469639,105.361201701
client,e610107d477582eda2740c7a33204375,1399573018.887933,0.126857072
gateway,e610107d477582eda2740c7a33204375,1399573019.0254889,105.36777852
client,b9558ab3790dbb977438b9dcd8e28022,1399573127.4480748,0.124779867
gateway,b9558ab3790dbb977438b9dcd8e28022,1399573127.5767667,105.422666443
client,336d40d733e130d1b9c3cef84715e71b,1399573235.9989378,0.124479819
gateway,336d40d733e130d1b9c3cef84715e71b,1399573236.1282022,105.420479825
direct-client,018837055b032c04730bb72fc9f7e4f7,1399573344.5356002,105.22724525
direct-client,f29424a5f67f38ee3efca22ecd83cb0a,1399573449.9357245,105.232075294
direct-client,be8abc09f5aa21fa785e44c7c298dcc6,1399573555.333424,105.22091896
direct-client,4c928820611ab1f98fbf278be8c75e66,1399573660.726764,105.265613863
direct-client,b1552a6040c8b063f9fb2cf5b364c4d0,1399573766.124896,105.283675578
client,1ea82f89b61ce8dfc1277208165727a2,1399573874.6902244,0.14479367
gateway,1ea82f89b61ce8dfc1277208165727a2,1399573874.8402653,118.577372559
client,a6369e33472e01a4522226d5f8daad73,1399573996.4076562,0.14420701
gateway,a6369e33472e01a4522226d5f8daad73,1399573996.5567014,118.554915273
client,918273a58ba51fc74fca871e33b69344,1399574118.1360545,0.141011972
gateway,918273a58ba51fc74fca871e33b69344,1399574118.2816014,118.605702568
client,64bf37fe2bdabd8753f08addf6a2e742,1399574239.8701937,0.14269382
gateway,64bf37fe2bdabd8753f08addf6a2e742,1399574240.0172267,118.61184267
client,583363edc4ffeccac1d1acffe1689b5f,1399574361.606012,0.139298014
gateway,583363edc4ffeccac1d1acffe1689b5f,1399574361.7502954,118.606661334
direct-client,24b7e1e3732c76054f09de0293cba845,1399574483.3387926,118.444272533
direct-client,c096d7de3249a49cd973cb47401b6da4,1399574601.9082227,118.429091983
direct-client,f21ddede82bcdf99f46f5bfaf38aeb4d,1399574720.4665596,118.426872636
direct-client,7c09e3c4a0a4375227f877ea194e0ec3,1399574839.0330768,118.443397974
direct-client,108659ab0caf0b6cc9ba78d4cccec0f9,1399574957.60303,118.444685573
client,c5eb7246f9b3867d950ba8c03987f4cf,1399575076.3492172,0.161246277
gateway,c5eb7246f9b3867d950ba8c03987f4cf,1399575076.515783,131.77125972
client,0a960ddacea3e3f807c94bcbca0b025d,1399575211.255203,0.159804938
gateway,0a960ddacea3e3f807c94bcbca0b025d,1399575211.4211872,131.776883726
client,91e9756eac5fb2befc6049684d90afc0,1399575346.155341,0.156792893
gateway,91e9756eac5fb2befc6049684d90afc0,1399575346.3197076,131.7476631
client,d3fbb167be264d566fb0b382357fbd46,1399575481.0520854,0.158967556
gateway,d3fbb167be264d566fb0b382357fbd46,1399575481.2190518,131.759304203
client,323ac2d282cf2d6ac1a353a69ce32456,1399575615.9680538,0.162007234
gateway,323ac2d282cf2d6ac1a353a69ce32456,1399575616.134594,131.770779499
direct-client,6fedb4079cf3672f8a1bcbe6447a727e,1399575750.8686247,131.609015752
direct-client,9e7a6059faabdd8d1195161040c9a98b,1399575882.6033015,131.607545582
direct-client,87d3cec844b4b0fb9a9caaa588eb92f7,1399576014.3356278,131.607342007
direct-client,27f0456de9549da86b2d02beafdf6f6b,1399576146.0676243,131.587440865
direct-client,d36313411b69fd94828e11ba09e5a846,1399576277.7831295,131.588268362
client,aa8692ad982d22a3d58025943aff8447,1399576409.7066092,0.176149981
gateway,aa8692ad982d22a3d58025943aff8447,1399576409.893844,144.956239753
client,1fb5f55f37c53ceb714e97a803e6481a,1399576557.7988534,0.171811603
gateway,1fb5f55f37c53ceb714e97a803e6481a,1399576557.9755797,144.924813636
client,39950fb8dbb881544fd1a3a54012cce8,1399576705.8781543,0.174893137
gateway,39950fb8dbb881544fd1a3a54012cce8,1399576706.0636215,144.94717193
client,8115f7ef3819cb78bf6891b287f6c1f1,1399576853.9691253,0.179825545
gateway,8115f7ef3819cb78bf6891b287f6c1f1,1399576854.1538007,144.953924662
client,b29def1441eabfcb3b06e5d973fc31ef,1399577002.0814407,0.176522479
gateway,b29def1441eabfcb3b06e5d973fc31ef,1399577002.263145,144.945920324
direct-client,7f9bc89baf239df9a36a2ca64b6946d3,1399577150.1588702,144.770255978
direct-client,297ac907b330798eb5fbeed3b319d88c,1399577295.057431,144.760774221
direct-client,dad3c9afa56f7427cfd522ef6d91a4fa,1399577439.9464955,144.766499739
direct-client,2c809c5b09d1c10a3825ab6f60edb85c,1399577584.8402858,144.732839967
direct-client,812130735a5b7de0bfb1a3fe750c400b,1399577729.7256172,144.764659265
client,3bd1941dbb753e4a7f67546d1ed1a64a,1399577874.84803,0.191833523
gateway,3bd1941dbb753e4a7f67546d1ed1a64a,1399577875.0454018,158.123776699
client,de7f44f2d04cb3bdd0cb6d72f34bdc88,1399578036.09521,0.200604777
gateway,de7f44f2d04cb3bdd0cb6d72f34bdc88,1399578036.3003886,158.134342868
client,c7b9529ded33560ba88b0193a8989ee7,1399578197.3571594,0.191916038
gateway,c7b9529ded33560ba88b0193a8989ee7,1399578197.553628,158.126707397
client,69c16d66483edb22faf01d11995d20a6,1399578358.608019,0.189068957
gateway,69c16d66483edb22faf01d11995d20a6,1399578358.8079298,158.128450494
client,5057b465dcd1418b804eaf6d4e0444d8,1399578519.8675907,0.189356397
gateway,5057b465dcd1418b804eaf6d4e0444d8,1399578520.064187,158.11160291
direct-client,e1e3f5f5ec6a48fa01039302ad6e07b5,1399578681.11744,157.924776528
direct-client,843ca610547c5adb98c7160ae9fb42e0,1399578839.1655986,157.923186164
direct-client,b890cdcf4342c2006c139da0dcf66cfe,1399578997.217912,157.875018061
direct-client,55c02eb2ba97f86c972132c6123f4f0f,1399579155.254855,157.924069957
direct-client,b4ffe61a376e9b338e900830f543bbbd,1399579313.303111,157.917349474
client,8cbe63650c4d248ea2dcb27e941bc0ee,1399579471.5661623,0.21011606
gateway,8cbe63650c4d248ea2dcb27e941bc0ee,1399579471.7867074,171.309492871
client,86856347310dce03a70b9a1d7501bd1a,1399579646.0080612,0.209012173
gateway,86856347310dce03a70b9a1d7501bd1a,1399579646.2244773,171.259135049
client,5a8723f953fbca4f9c6ac5c99bde2e83,1399579820.440087,0.205699317
gateway,5a8723f953fbca4f9c6ac5c99bde2e83,1399579820.6505938,171.314947904
client,019d3cd3cf1fc67c17fa6b0a9295db74,1399579994.8700051,0.206664868
gateway,019d3cd3cf1fc67c17fa6b0a9295db74,1399579995.081435,171.263309779
client,234c646956858c90c1f419cd3ad5a282,1399580169.3000493,0.20701
gateway,234c646956858c90c1f419cd3ad5a282,1399580169.5119812,171.247944513
direct-client,b0bf302174a0eb5d7f01dce165f6d781,1399580343.7206006,171.044423924
direct-client,a13dde882ec1f1c1a37406176c3d2370,1399580514.9190059,171.069504497
direct-client,b25f9f3155ed32268daa654b12aed865,1399580686.120547,171.073520854
direct-client,a6d88d9016f32322569c03ca76f5bbdf,1399580857.3211994,171.070954037
direct-client,387c2cad500254e5b6fed1bc78fecaf2,1399581028.5201135,171.037433968
client,915801b4bcb78c373313f50c473fe736,1399581199.9639404,0.218713902
gateway,915801b4bcb78c373313f50c473fe736,1399581200.1876526,184.445463155
client,f6fbd612865882489bcfbe3a86830c31,1399581387.5559375,0.223825771
gateway,f6fbd612865882489bcfbe3a86830c31,1399581387.7842343,184.486543559
client,c2765fd54482adaa1e78f46c1d36adb4,1399581575.1601517,0.221292538
gateway,c2765fd54482adaa1e78f46c1d36adb4,1399581575.3863893,184.454555082
client,942879aaa336e7e31461ed61d1f64094,1399581762.7585306,0.220605024
gateway,942879aaa336e7e31461ed61d1f64094,1399581762.9853494,184.477200029
client,a39045bb109ecbcd8cb8ef54fb99ce89,1399581950.3519473,0.220981613
gateway,a39045bb109ecbcd8cb8ef54fb99ce89,1399581950.5842316,184.477984486
direct-client,a2e35a426a0fc92118a8d5a68d40e908,1399582137.955621,184.187189479
direct-client,68de2e3d550f7de016e6c9e300da8433,1399582322.3122618,184.245459026
direct-client,191ffd3f48bef07194c4319e37dfdd2d,1399582506.6858633,184.200231598
direct-client,4a19e55dae1d38eeaf59aa8bab039df0,1399582691.0367272,184.243940664
direct-client,d163ca5262e31a5765750715d3fe7f6e,1399582875.4110372,184.214146524
client,3fa8b520e17f2402579a78b8af926239,1399583060.0181627,0.236537316
gateway,3fa8b520e17f2402579a78b8af926239,1399583060.262079,197.66005966
client,102582904bd5373bae21c39f2b6f1033,1399583260.800195,0.243755174
gateway,102582904bd5373bae21c39f2b6f1033,1399583261.0519257,197.650172642
client,8777f95fd527c91139e46ee1b81402d6,1399583461.573614,0.239494768
gateway,8777f95fd527c91139e46ee1b81402d6,1399583461.8202105,197.653035514
client,b83981a9104c0da8eb09c25c8115cabc,1399583662.3495862,0.24275727
gateway,b83981a9104c0da8eb09c25c8115cabc,1399583662.5972679,197.591475321
client,bb04f9707fe387727151b09115a2f252,1399583863.1224067,0.240322928
gateway,bb04f9707fe387727151b09115a2f252,1399583863.3667448,197.653277789
direct-client,fa84a76c8705ddf2e3ec2f2d5a5471ed,1399584063.8939729,197.406355752
direct-client,18c26a0b55720c3ba322fafc6e0db542,1399584261.4312632,197.405904617
direct-client,7d2913e746f6fa2642d3fab0ddf69f55,1399584458.9683156,197.401105703
direct-client,2343782521ed111e5bf72f916134ae7d,1399584656.5016398,197.345106357
direct-client,7fd155a7a429f59941076240b548ad4e,1399584854.0152411,197.383021532
client,df437b9d2253de431b33bc08e3d310e7,1399585051.847968,0.251118725
gateway,df437b9d2253de431b33bc08e3d310e7,1399585052.1057773,210.797982373
client,4778572294bba7f0e622974f8ace41b2,1399585263.9664419,0.261319468
gateway,4778572294bba7f0e622974f8ace41b2,1399585264.2325249,210.8346121
client,16d4ab3b4e3158c3f5a013e748c81ea1,1399585477.1740909,0.255468869
gateway,16d4ab3b4e3158c3f5a013e748c81ea1,1399585477.4375658,210.823310968
client,c37e8343471df59e6b506633e70ff9b5,1399585691.1177418,0.254434464
gateway,c37e8343471df59e6b506633e70ff9b5,1399585691.3786523,210.826707829
client,0ea9bbfda0fceca35083bf5e11ab21c1,1399585905.0557165,0.252369644
gateway,0ea9bbfda0fceca35083bf5e11ab21c1,1399585905.3135426,210.828966768
direct-client,5dd376d3a1c0964081a9691e746ff5c8,1399586117.1425588,210.538324223
direct-client,99546706877ea8eef06e5369b2ba6aaa,1399586327.8105197,210.555610464
direct-client,794ec475c7d769763ceec8992d259efc,1399586538.4938552,210.498490941
direct-client,24ff1f057a53b13ffc8c1c24f6ec20a7,1399586749.1576746,210.517000496
direct-client,46ab83ed19a7098f75f67587c2718c61,1399586959.8179662,210.555575201
client,cbb7f12e0290887797f4d462ad767cc4,1399587171.243442,0.267173414
gateway,cbb7f12e0290887797f4d462ad767cc4,1399587171.5230973,224.005260798
client,01b5c2ec31e8a585220a445491616a27,1399587395.923805,0.272912136
gateway,01b5c2ec31e8a585220a445491616a27,1399587396.2010407,224.002750607
client,ecb518b41befe4ea05e0382ca2ef25c5,1399587623.0431068,0.272068041
gateway,ecb518b41befe4ea05e0382ca2ef25c5,1399587623.3203723,223.961597792
client,55e6a4230f7ef6e067f0ca874e697c12,1399587850.17201,0.272239207
gateway,55e6a4230f7ef6e067f0ca874e697c12,1399587850.4493113,223.993150328
client,4de6022ed813d4f5112c13ccd67d0da9,1399588077.2899244,0.270467399
gateway,4de6022ed813d4f5112c13ccd67d0da9,1399588077.5646362,223.988349158
direct-client,70acdfe3bf995d05973c127bb35b92f5,1399588304.4086583,223.663724305
direct-client,26e79afb45ec7cb8d30c5f52f038c39e,1399588528.234984,223.708849642
direct-client,f8c16f8bf589921e761082d2bee76647,1399588752.0727615,223.681847188
direct-client,b031d5fc4cee8b8f22dc842d09d65723,1399588975.889324,223.698073029
direct-client,1f1c764e40b4f39cb7b1f7cf30896ab0,1399589199.7192805,223.677800056
client,a8a2861a4bf7f82eb9fefc8020fe7527,1399589424.3433912,0.282987083
gateway,a8a2861a4bf7f82eb9fefc8020fe7527,1399589424.635581,237.17355528
client,236ba35c9065042dcf10efc074dd5fad,1399589664.6301618,0.293657049
gateway,236ba35c9065042dcf10efc074dd5fad,1399589664.929378,237.173396811
client,de13af237b1d8da6fa7284b423644190,1399589904.9298818,0.288957522
gateway,de13af237b1d8da6fa7284b423644190,1399589905.2253132,237.145161395
client,eecd1989f2f69b3608931e32f6c3090e,1399590145.2188227,0.287311202
gateway,eecd1989f2f69b3608931e32f6c3090e,1399590145.5154185,237.152664381
client,9e029198ed4b2a12b60e0594187dd52f,1399590385.5099683,0.288998463
gateway,9e029198ed4b2a12b60e0594187dd52f,1399590385.8039563,237.147014092
direct-client,e905a3e565c3bd9b70048f18d82a3b22,1399590625.806149,236.822652022
direct-client,f59b6e366e931b23d56b1b2438705070,1399590862.7823236,236.856602249
direct-client,ee4a87b4c31dae7599f65416f7ddb78d,1399591099.769201,236.874872187
direct-client,cbff3a5e21f7180353081b9ae41b765f,1399591336.7764273,236.860291881
direct-client,d40f9e0ba2013514c2dba5169937e7a3,1399591573.765928,236.865887743
client,6225e523553511a24d7d2cda80f89264,1399591811.9381053,0.298041436
gateway,6225e523553511a24d7d2cda80f89264,1399591812.2427967,250.295737049
client,2404d7d05ccbcda05b3eb737f8c78cb8,1399592065.3970664,0.305906581
gateway,2404d7d05ccbcda05b3eb737f8c78cb8,1399592065.7069826,250.34694554
client,5b2ef5ab80b8917bab63d2ccb90637de,1399592318.8696048,0.308413289
gateway,5b2ef5ab80b8917bab63d2ccb90637de,1399592319.1907198,250.321361698
client,1156c09bad7b96c2f1e4f6f01dab55ad,1399592572.3471344,0.303710381
gateway,1156c09bad7b96c2f1e4f6f01dab55ad,1399592572.6557684,250.306879579
client,313ce4bf97e8db16f873869a98d34646,1399592825.8112357,0.305387086
gateway,313ce4bf97e8db16f873869a98d34646,1399592826.1207938,250.321729013
direct-client,4f541f8f95fde5591ce341872cbc1ae9,1399593079.2891412,249.978343665
direct-client,2f6d133837736df29472d24672863cb8,1399593329.4225378,249.980046959
direct-client,8a00db8864d7d0e05a26375698f04243,1399593579.5537083,249.96129339
direct-client,8191000a84ec5c7ea59b14fe470ef126,1399593829.6797333,249.97297763
direct-client,7ffdb068a46658e3699944e62838a94c,1399594079.8190112,250.011237167
client,fa23755accf72b067079e450a999104b,1399594330.8936868,0.318388606
gateway,fa23755accf72b067079e450a999104b,1399594331.2179623,263.520012892
client,92d632c0b9014a19b4e26064bd2e0634,1399594597.5262575,0.32384507
gateway,92d632c0b9014a19b4e26064bd2e0634,1399594597.8559961,263.523252319
client,9ca9e5511738846858d6d588672ee1ba,1399594864.1770608,0.321756599
gateway,9ca9e5511738846858d6d588672ee1ba,1399594864.5039043,263.523815559
client,1a7322d56c00a169b9b3b22fc9466883,1399595130.8000798,0.32015759
gateway,1a7322d56c00a169b9b3b22fc9466883,1399595131.1251981,263.494887055
client,a951e7ab15868a6e23464cf033a0efb7,1399595397.4216313,0.318530311
gateway,a951e7ab15868a6e23464cf033a0efb7,1399595397.744651,263.522414111
direct-client,f0ad09458d999c9ddc603cbe2004fe7b,1399595664.0451245,263.170416929
direct-client,26add5e73cf7a8a0e8664ff778e278a1,1399595927.3464098,263.138131797
direct-client,05b3dbc1b0d7435ac86aeed0993ef77d,1399596190.6318157,263.147805333
direct-client,62544208e00193fe5f87e8c54079fba6,1399596453.9264584,263.136195265
direct-client,11f6c4c07ce7d7cf42607972e2ad943e,1399596717.2004385,263.127602413
